"lat","long","gpm"
40.5444941461506,-101.865002312199,817.901380204957
40.4955828936771,-101.369962174637,953.295238293952
40.4791066789674,-101.901371452143,934.347244839442
40.6130798547436,-101.90291477242,752.534827214268
40.3893764494732,-101.942172803725,856.618272332002
40.368052039058,-101.871988065923,1320.11459976825
40.4637777536223,-101.967102191607,821.35245269676
40.5367460977333,-102.018732060883,911.403938889308
40.4512257452216,-101.788790730057,1169.01750968702
40.5687261957256,-101.66825370437,1180.45362191415
40.5933868765831,-101.977174367588,935.80937189403
40.6048835271038,-101.829631432304,764.716067115378
40.5059077428933,-101.912101496695,1108.87055022022
40.5093761121016,-101.87043409164,757.720780183163
40.3892331227986,-101.765573467933,825.113618370679
40.5539175121393,-101.911987028685,800.525986400035
40.6323346164869,-101.984707057485,1008.66943539704
40.5532330688089,-101.872205028898,703.922094774035
40.3623842676124,-101.722284271563,508.53982454206
40.5455683268699,-101.737235919894,1006.40144404709
40.5513642313424,-101.92572368186,949.36610617678
40.1091186131956,-101.369878467894,475.218010866904
40.4579944489152,-101.777632947793,1066.04637045582
40.5535539439088,-101.65465401724,912.73416432204
40.5795834329678,-101.989320057109,917.597633134377
40.4913090226473,-101.734315203098,836.933049770317
40.5792161595402,-101.86671403618,1112.85216185018
40.4572690210585,-101.982922748909,1270.11192359864
40.464444663953,-101.758754016356,1283.87820941954
40.456797865131,-101.80490757498,614.427510830451
40.6792515991163,-101.46644248547,848.900254908752
40.3968492348679,-101.735577769736,1064.36805402097
40.1707422197564,-101.995680355262,661.345195244888
40.8392372907512,-101.798389955601,715.129825570243
40.4960686559556,-101.842872355352,1135.56832664815
40.4673461717553,-101.77733565194,1020.07525747022
40.3896867934754,-101.769520736034,1034.39139623506
40.0972866720148,-101.9317943457,866.84278892034
40.1457022653707,-101.734505895325,977.814918501319
40.4231221317499,-101.729129903792,1132.98874505066
40.6636465370655,-101.61824347971,1134.75502373031
40.914444702454,-101.495291866274,815.276011402321
40.5537822899641,-102.023667541491,1022.77570648702
40.0862486595894,-101.616656437335,1148.02966818774
40.0325639715744,-101.806135926437,657.36758736331
40.035838145176,-101.808202528647,885.206683311139
40.1340148140863,-101.555399196474,408.695935253456
40.4284190010419,-101.866132548582,1130.08461582786
40.5192694899533,-101.857119521895,1062.68789342234
40.2145890755532,-101.710464531589,1173.45054395572
40.6231156041147,-101.447476427989,1361.31181767601
40.6145810846565,-101.618829111853,950.07640260855
40.2094765674602,-101.742261759555,1115.10474460511
40.5533557757316,-101.813473091819,1122.12135008611
40.5325500393519,-101.901897779135,1208.9474200217
40.6193587318714,-101.829697776907,860.269493364826
40.5196773704095,-101.449205105453,1084.73506260848
40.1516917338595,-101.854383545611,1155.18790011479
40.4779030883825,-101.983540613297,1341.21224404088
40.6547645292245,-101.573685325533,1160.97650321386
40.0244105893746,-101.827911776067,622.786229696015
40.1693469129224,-101.582192627713,755.035690960077
40.3931471558893,-101.709555600928,1246.90114691107
40.4576764678862,-101.800119991335,1169.78122914329
40.6627772090072,-101.411979206307,923.267212731384
40.384238546486,-101.679910052475,1207.72024577411
40.6363575091306,-101.536471679444,700.714734936941
40.1533468614612,-101.733761381824,750.522866328124
40.2841164640058,-101.686569205113,847.190511834776
40.8610716159455,-101.766921633836,1087.49289059249
40.2767798263068,-101.681433991017,864.221283639718
40.0438790112175,-101.526925193672,650.057068826521
40.5347435506107,-101.636513630571,902.02450650089
40.0581278919848,-101.500959666343,524.78006154339
40.0992881483165,-101.596941658794,334.275155805933
40.0371705494821,-101.812530246591,508.758593611821
40.3385815828992,-101.663720621438,1023.164924297
